DrugA,DrugB,SMILES_A,SMILES_B,LD50_A_mg/kg,LD50_B_mg/kg,Mixture_LD50_mg/kg,MW_A,MW_B,LD50_A_neglog,LD50_B_neglog,Mixture_neglog
Acetonitrile,Propylene oxide,CC#N,CC1CO1,6500.219999999999,627.07,716.3975,41.053,58.08,0.8004168436427894,1.9667105837403391,1.8400341918659184
Acetonitrile,Tergitol XD,CC#N,CCCCCCCCCCCCCOCCOCCOCCO,6500.219999999999,5999.6,3070.821,41.053,332.5250000000001,0.8004168436427894,1.7437020056790038,1.7840967951601328
Acetonitrile,Tetrachloroethylene,CC#N,ClC(Cl)=C(Cl)Cl,6500.219999999999,12976.0,4201.960000000001,41.053,165.834,0.8004168436427894,1.1065327393989566,1.391251292548306
Acetonitrile,Toluene,CC#N,Cc1ccccc1,6500.219999999999,6762.6,3835.7865,41.053,92.14099999999999,0.8004168436427894,1.1343392211439922,1.2396002395886876
Acetonitrile,Ucon 50HB260,CC#N,CC(C)OCC(C)OCC(C)O,6500.219999999999,5596.500000000001,5313.384,41.053,176.256,0.8004168436427894,1.4982274018082817,1.310676513982053
Acetonitrile,Ucon LB250,CC#N,CC(C)OCC(C)OCC(C)O,6500.219999999999,10605.0,7454.16,41.053,176.256,0.8004168436427894,1.2206332370522115,1.1636490071878776
Acetophenone,Acrylonitrile,CC(=O)c1ccccc1,C=CC#N,2549.44,112.84000000000002,496.0970000000001,120.15099999999995,53.06399999999999,1.673282594241833,2.6723369068069913,2.24198890172086
Acetophenone,Aniline,CC(=O)c1ccccc1,Nc1ccccc1,2549.44,725.6199999999999,1489.325,120.15099999999995,93.12899999999999,1.673282594241833,2.1083756950975885,1.854930656716008
Acetophenone,Butyl Cellosolve,CC(=O)c1ccccc1,CCCCOCCO,2549.44,2146.76,1572.95,120.15099999999995,118.17599999999999,1.673282594241833,1.740745791372431,1.87942833282382
Acetophenone,Butyl ether,CC(=O)c1ccccc1,CCCCOCCCC,2549.44,10390.4,2913.792,120.15099999999995,130.231,1.673282594241833,1.0980821084263572,1.6331145619162095
Acetophenone,Carbon tetrachloride,CC(=O)c1ccccc1,ClC(Cl)(Cl)Cl,2549.44,4909.52,1623.0179999999998,120.15099999999995,153.823,1.673282594241833,1.4959822435581474,1.9263560184015702
Acetophenone,Diethanolamine,CC(=O)c1ccccc1,OCCNCCO,2549.44,877.6,2216.3749999999995,120.15099999999995,105.137,1.673282594241833,2.07845896604771,1.7060648211006193
Acetophenone,Dioxane,CC(=O)c1ccccc1,C1COCCO1,2549.44,6683.509999999999,3486.1815,120.15099999999995,88.106,1.673282594241833,1.1200008825933447,1.4752196184001358
Acetophenone,Ethyl acetate,CC(=O)c1ccccc1,CCOC(=O)C,2549.44,9831.8,2727.0900000000006,120.15099999999995,88.106,1.673282594241833,0.9523724492991003,1.5818701414470155
Acetophenone,Ethyl acrylate,CC(=O)c1ccccc1,CCOC(=O)C=C,2549.44,761.1099999999999,1422.7675000000002,120.15099999999995,100.11699999999999,1.673282594241833,2.1190603994765276,1.8887874766988912
